2018_03_14_13_01_08_314.jpg	4783	1833	-0.103575	0.011994	176	159	169
2018_03_14_13_01_08_314.jpg	4029	2492	-0.180284	-0.000251979	78	49	77
2018_03_14_13_01_08_314.jpg	3258	4150	0.321664	-0.0599499	83	58	80
2018_03_14_13_01_08_314.jpg	4144	2768	-0.0385867	0.0339305	82	59	78
2018_03_14_13_01_08_314.jpg	1940	3369	0.133727	0.00356922	103	86	84
2018_03_14_13_01_08_314.jpg	4146	814	0.369017	0.013115	65	44	56
2018_03_14_13_01_08_314.jpg	818	4576	-0.0464514	0.0210866	171	154	173
2018_03_14_13_01_08_314.jpg	341	3416	0.365945	-0.025883	51	26	42
2018_03_14_13_01_08_314.jpg	1373	1974	0.266854	-0.0474154	130	120	121
2018_03_14_13_01_08_314.jpg	1253	4041	-0.203775	0.0011614	67	29	58
2018_03_14_13_01_08_314.jpg	1794	4617	0.245512	0.0051668	118	130	125
2018_03_14_13_01_08_314.jpg	3335	99	0.00686628	-0.0327364	112	96	124
2018_03_14_13_01_08_314.jpg	4934	2671	0.07985	0.136861	72	41	72
2018_03_14_13_01_08_314.jpg	1701	4618	0.34098	0.0413405	56	35	52
2018_03_14_13_01_08_314.jpg	2319	2936	-0.0075734	-0.0279089	108	92	118
2018_03_14_13_01_08_314.jpg	2316	4776	-0.10934	-0.0335441	102	72	98
2018_03_14_13_01_08_314.jpg	1060	4172	0.2266	0.0310884	85	53	68
2018_03_14_13_01_08_314.jpg	2315	2732	-0.0273361	0.17326	65	32	63
2018_03_14_13_01_08_314.jpg	2311	684	0.101259	-0.0303808	150	131	158
2018_03_14_13_01_08_314.jpg	592	3186	0.0554715	0.107158	61	23	60
2018_03_14_13_01_08_314.jpg	599	2809	0.145328	-0.0592843	84	47	90
2018_03_14_13_01_08_314.jpg	194	2172	0.299994	0.0319794	66	35	58
2018_03_14_13_01_08_314.jpg	3779	4303	0.358238	0.0295703	125	106	110
2018_03_14_13_01_08_314.jpg	1124	559	-0.15451	0.0456842	107	81	95
2018_03_14_13_01_08_314.jpg	190	1726	0.380868	-0.0393574	53	29	46
2018_03_14_13_01_08_314.jpg	3679	3760	0.377343	-0.190676	120	102	116
2018_03_14_13_01_08_314.jpg	2546	28	0.0409836	-0.0152955	125	113	143
2018_03_14_13_01_08_314.jpg	3026	1652	-0.0822483	0.0159742	187	172	174
2018_03_14_13_01_08_314.jpg	523	1125	-0.0872913	-0.00562835	106	97	114
2018_03_14_13_01_08_314.jpg	1014	3400	0.00490922	0.24777	61	26	58
2018_03_14_13_01_08_314.jpg	2265	3140	0.283648	-0.117559	75	44	75
2018_03_14_13_01_08_314.jpg	3580	1804	0.382644	-0.0550711	62	33	44
2018_03_14_13_01_08_314.jpg	1236	3623	-0.193242	-0.00272188	64	38	62
2018_03_14_13_01_08_314.jpg	3585	3270	0.338854	-0.031907	42	24	44
2018_03_14_13_01_08_314.jpg	1232	2897	0.309302	0.0210172	69	38	58
2018_03_14_13_01_08_314.jpg	4197	1159	0.00889426	-0.0225444	101	76	108
2018_03_14_13_01_08_314.jpg	4194	4878	-0.210596	0.105852	117	92	97
2018_03_14_13_01_08_314.jpg	4192	4252	-0.0324006	0.250826	255	254	251
2018_03_14_13_01_08_314.jpg	4190	4887	-0.145289	-0.0533804	122	97	112
2018_03_14_13_01_08_314.jpg	444	2429	0.341402	0.0212071	52	24	42
2018_03_14_13_01_08_314.jpg	101	4797	-0.0809797	0.0305139	224	215	210
2018_03_14_13_01_08_314.jpg	4351	4100	0.197896	-0.0325079	109	106	105
2018_03_14_13_01_08_314.jpg	902	1618	-0.00356102	-0.0150666	136	118	141
2018_03_14_13_01_08_314.jpg	4812	2066	0.102623	0.00584939	122	73	101
2018_03_14_13_01_08_314.jpg	908	2153	0.051806	-0.0325624	72	40	77
2018_03_14_13_01_08_314.jpg	4427	1702	0.376501	-0.0201861	53	37	49
2018_03_14_13_01_08_314.jpg	1845	428	-0.0475676	0.238146	175	143	162
2018_03_14_13_01_08_314.jpg	1534	4360	-0.136397	0.0175277	67	40	71
2018_03_14_13_01_08_314.jpg	1533	574	0.364592	-0.0141382	51	28	48
2018_03_14_13_01_08_314.jpg	644	1842	0.466352	0.000648528	84	60	73
2018_03_14_13_01_08_314.jpg	1247	2912	0.0580174	0.0417055	90	54	87
2018_03_14_13_01_08_314.jpg	646	3837	-0.110034	-0.0486287	91	66	96
2018_03_14_13_01_08_314.jpg	2615	3869	-0.0147188	-0.00233966	110	84	113
2018_03_14_13_01_08_314.jpg	4916	1850	-0.0314123	0.163135	171	144	158
2018_03_14_13_01_08_314.jpg	336	4170	-0.0697978	-0.00558236	255	254	255
2018_03_14_13_01_08_314.jpg	330	4881	0.205152	-0.0139604	54	25	55
2018_03_14_13_01_08_314.jpg	4102	1835	-0.0289412	0.00030902	66	49	81
2018_03_14_13_01_08_314.jpg	854	3854	0.0918398	0.0430709	106	95	118
2018_03_14_13_01_08_314.jpg	3455	2199	-0.166642	0.0539579	98	83	80
2018_03_14_13_01_08_314.jpg	316	3292	0.27453	-0.0370041	52	27	54
2018_03_14_13_01_08_314.jpg	2684	4631	-0.170345	-0.00245017	188	162	186
2018_03_14_13_01_08_314.jpg	3895	4258	-0.298092	0.0596325	105	77	89
2018_03_14_13_01_08_314.jpg	4776	3084	-0.00321549	0.041021	105	69	115
2018_03_14_13_01_08_314.jpg	547	2229	0.324255	-0.0448779	49	25	44
2018_03_14_13_01_08_314.jpg	97	3141	0.038328	0.00933513	187	168	174
2018_03_14_13_01_08_314.jpg	4177	1292	-0.0174075	0.143732	251	243	246
2018_03_14_13_01_08_314.jpg	4078	3409	-0.18456	0.0564823	58	39	53
2018_03_14_13_01_08_314.jpg	4172	3367	-0.187094	0.00399408	104	79	101
2018_03_14_13_01_08_314.jpg	4070	4169	0.0161996	-0.00973544	116	100	133
2018_03_14_13_01_08_314.jpg	3969	3011	0.0744606	0.0016169	236	242	253
2018_03_14_13_01_08_314.jpg	740	771	0.296508	0.0150528	58	34	56
2018_03_14_13_01_08_314.jpg	558	4095	-0.204538	0.0785581	56	25	45
2018_03_14_13_01_08_314.jpg	748	4055	0.246111	0.0433713	176	161	166
2018_03_14_13_01_08_314.jpg	2946	682	0.0453558	0.108945	91	56	82
2018_03_14_13_01_08_314.jpg	2945	2645	0.0960539	0.00962847	172	131	151
2018_03_14_13_01_08_314.jpg	4615	293	-0.0105894	-0.0122558	99	81	111
2018_03_14_13_01_08_314.jpg	1199	784	0.166431	0.196456	66	32	57
2018_03_14_13_01_08_314.jpg	2347	4015	0.302476	-0.0767763	132	122	116
2018_03_14_13_01_08_314.jpg	2346	3473	-0.297839	-0.0130196	106	73	92
2018_03_14_13_01_08_314.jpg	2943	3243	0.229824	-0.0301456	54	23	55
2018_03_14_13_01_08_314.jpg	3341	741	-0.0903516	0.0411136	107	80	97
2018_03_14_13_01_08_314.jpg	1693	3592	-0.161563	0.0109754	55	20	60
2018_03_14_13_01_08_314.jpg	1756	4390	-0.0480072	0.171377	254	251	253
2018_03_14_13_01_08_314.jpg	1754	4022	0.261984	-0.0422031	125	112	122
2018_03_14_13_01_08_314.jpg	4311	3856	0.0981169	0.0897118	57	24	54
2018_03_14_13_01_08_314.jpg	4681	4018	-0.147954	0.0565373	225	214	216
2018_03_14_13_01_08_314.jpg	1173	3780	-0.251121	0.0271922	79	49	73
2018_03_14_13_01_08_314.jpg	613	74	-0.105773	0.0180608	94	61	95
2018_03_14_13_01_08_314.jpg	610	2083	-0.117673	-0.0385624	98	67	97
2018_03_14_13_01_08_314.jpg	616	1713	-0.161884	-0.0285853	69	39	77
2018_03_14_13_01_08_314.jpg	1886	3757	0.170218	-0.0690511	137	110	135
2018_03_14_13_01_08_314.jpg	3700	4402	0.211725	0.0457523	125	111	97
2018_03_14_13_01_08_314.jpg	3706	4054	-0.0695516	0.0655469	101	72	95
2018_03_14_13_01_08_314.jpg	4461	208	-0.166468	0.0149034	151	129	154
2018_03_14_13_01_08_314.jpg	1284	3781	-0.140003	-0.0708828	129	104	125
2018_03_14_13_01_08_314.jpg	2089	2395	-0.105763	0.031654	193	177	180
2018_03_14_13_01_08_314.jpg	1281	15	0.295071	-0.0641765	70	40	64
2018_03_14_13_01_08_314.jpg	4918	2808	0.0718596	-0.0281914	76	51	81
2018_03_14_13_01_08_314.jpg	4664	2983	-0.00135773	-0.030729	98	85	113
2018_03_14_13_01_08_314.jpg	4917	3654	0.473957	0.186849	36	23	30
2018_03_14_13_01_08_314.jpg	4666	4369	-0.0736167	0.018001	219	204	214
2018_03_14_13_01_08_314.jpg	3111	3159	0.0146974	0.276638	67	25	65
2018_03_14_13_01_08_314.jpg	941	3016	0.234366	-0.0375669	114	96	111
